raw_comp_writers_text,CLEAN_TEXT,split_phrases
BRIDGELAND ELIZABETH FALLON MS/CUNNINGHAM EVAN V CHAMBERS (MR,,"['BRIDGELAND ELIZABETH FALLON MS', 'CUNNINGHAM EVAN V CHAMBERS', 'MR']"
Kumaar,Kumaar,['Kumaar']
Vic Chesnutt/Rob Veal,Vic Chesnutt/Rob Veal,"['Vic Chesnutt', 'Rob Veal']"
Nguyễn Nhất Huy,Nguyễn Nhất Huy,['Nguyễn Nhất Huy']
[unknown],,['[unknown]']
"Too $hort,Prezi,Lil Yee,Oke Junior",Too $hort/Prezi/Lil Yee/Oke Junior,"['Too $hort', 'Prezi', 'Lil Yee', 'Oke Junior']"
BART BUTLER/JON PARDI/LUKE LAIRD/RHETT AKINS,BART BUTLER/JON PARDI/LUKE LAIRD/RHETT AKINS,"['BART BUTLER', 'JON PARDI', 'LUKE LAIRD', 'RHETT AKINS']"
Giao Tiên/Mạnh Quỳnh/Nguyên Thảo,,"['Giao Tiên', 'Mạnh Quỳnh', 'Nguyên Thảo']"
Mohombi/Jimmy Thörnfeldt/Martin Bjoern Hanzen,Mohombi/Jimmy Thörnfeldt/Martin Bjoern Hanzen,"['Mohombi', 'Jimmy Thörnfeldt', 'Martin Bjoern Hanzen']"
Gerald Gillum/Christoph Andersson,Gerald Gillum/Christoph Andersson,"['Gerald Gillum', 'Christoph Andersson']"
Play-N-Skillz/Darrin O'Brien/Juan G. Rivera/Ramón Luis Ayala/David “Scott Summers” Macias,Play-N-Skillz/Darrin O'Brien/Juan G. Rivera/Ramón Luis Ayala/David “Scott Summers” Macias,"['Play-N-Skillz', ""Darrin O'Brien"", 'Juan G. Rivera', 'Ramón Luis Ayala', 'David “Scott Summers” Macias']"
Samuel Dushkin/Modest Mussorgsky,Samuel Dushkin/Modest Mussorgsky,"['Samuel Dushkin', 'Modest Mussorgsky']"
Touch & Go/[CA] Touch & Go,Touch & Go,"['Touch', 'Go', '[CA] Touch', 'Go']"
"<Unknown>/Brown, Okieve Mark Anthony",Brown/Okieve/Mark/Anthony,"['<Unknown>', 'Brown', 'Okieve Mark Anthony']"
"Junior, Jefferson Almeida Dos Santos - Milman Alma, Louise Thomas - Silva, Aurelio Ribeiro Martins Da - Tavares, Umberto Da Silva",Junior  Jefferson Almeida Dos Santos - Milman Alma  Louise Thomas - Silva  Aurelio Ribeiro Martins Da - Tavares  Umberto Da Silva,"['Junior', 'Jefferson Almeida Dos Santos - Milman Alma', 'Louise Thomas - Silva', 'Aurelio Ribeiro Martins Da - Tavares', 'Umberto Da Silva']"
Ngọc Châu,,['Ngọc Châu']
Trequis Dickson,Trequis Dickson,['Trequis Dickson']
BCee,,['BCee']
Philip Sayce/Maia Davies/Gavin Brown,Philip Sayce/Maia Davies/Gavin Brown,"['Philip Sayce', 'Maia Davies', 'Gavin Brown']"
Vincenzo Incenzo,Vincenzo Incenzo,['Vincenzo Incenzo']
GlockBoy BoBo,GlockBoy BoBo,['GlockBoy BoBo']
Gilberto Figueroa p.k.a ROA/Joan Manuel Ubiñas Jimenez/Carlos Javier Rain Pailacheo/Jordan Jesús Carrasco Morales/Paloma Rocío Castillo Astorga,Gilberto Figueroa p.k.a ROA/Joan Manuel Ubiñas Jimenez/Carlos Javier Rain Pailacheo/Jordan Jesús Carrasco Morales/Paloma Rocío Castillo Astorga,"['Gilberto Figueroa p.k.a ROA', 'Joan Manuel Ubiñas Jimenez', 'Carlos Javier Rain Pailacheo', 'Jordan Jesús Carrasco Morales', 'Paloma Rocío Castillo Astorga']"
Appu & Traditional,Appu/Traditional,"['Appu', 'Traditional']"
"SAKAI JUNHO,RACHEL SCARLET WEST,MICHAEL KENNETH LANTZ,DAY DAY",SAKAI JUNHO/RACHEL SCARLET WEST/MICHAEL KENNETH LANTZ/DAY DAY,"['SAKAI JUNHO', 'RACHEL SCARLET WEST', 'MICHAEL KENNETH LANTZ', 'DAY DAY']"
"Phillip Sherrill, Leroy Nehru Howard & Amoa Chester",Phillip Sherrill/Leroy Nehru Howard/Amoa Chester,"['Phillip Sherrill', 'Leroy Nehru Howard', 'Amoa Chester']"
Jacques-Christophe Naudot,Jacques-Christophe Naudot,['Jacques-Christophe Naudot']
Alex Funk it/Terukado,Alex Funk it/Terukado,"['Alex Funk it', 'Terukado']"
Gaetano Donizetti,Gaetano Donizetti,['Gaetano Donizetti']
Jaime Ayala & J. Manuel Unzueta,,"['Jaime Ayala', 'J. Manuel Unzueta']"
Fay Fay,Fay Fay,['Fay Fay']
Chris Hazell/Claudio Osele/Antonio Vivaldi/Christopher Raeburn/Antonio Maria Lucchini,Chris Hazell/Claudio Osele/Antonio Vivaldi/Christopher Raeburn/Antonio Maria Lucchini,"['Chris Hazell', 'Claudio Osele', 'Antonio Vivaldi', 'Christopher Raeburn', 'Antonio Maria Lucchini']"
John Stephen Corrigan,,['John Stephen Corrigan']
Ed Cobb,Ed Cobb,['Ed Cobb']
John刘江@潮音悦动,John,['John刘江@潮音悦动']
ABSTRAXION,ABSTRAXION,['ABSTRAXION']
CA BROWN MARQUS A/CA HUDSON ANTHONY WAYNE JR/CA SMITH JOVAN/PA J.STALIN & BEEDA WEEDA,BROWN MARQUS A/HUDSON ANTHONY WAYNE JR/SMITH JOVAN/J.STALIN/BEEDA WEEDA,"['CA BROWN MARQUS A', 'CA HUDSON ANTHONY WAYNE JR', 'CA SMITH JOVAN', 'PA J.STALIN', 'BEEDA WEEDA']"
HALL BEN/JAMES SIMON/TENDAYI TAMUKA TAKURA,HALL/BEN/JAMES/SIMON/TENDAYI/TAMUKA/TAKURA,"['HALL BEN', 'JAMES SIMON', 'TENDAYI TAMUKA TAKURA']"
Native Tongue/Alister Wright,Native Tongue/Alister Wright,"['Native Tongue', 'Alister Wright']"
Airishee,Airishee,['Airishee']
Maddy Hunt/Phil King/Robert Quintana,Maddy Hunt/Phil King/Robert Quintana,"['Maddy Hunt', 'Phil King', 'Robert Quintana']"
Daniel Sonnleitner,Daniel Sonnleitner,['Daniel Sonnleitner']
Σταύρος Ξαρχάκος,,['Σταύρος Ξαρχάκος']
Gulzar/A. R. Rahman,Gulzar/A. R. Rahman,"['Gulzar', 'A. R. Rahman']"
"<Unknown>/Nicklin, Daniel",Nicklin/Daniel,"['<Unknown>', 'Nicklin', 'Daniel']"
BRKN DWN/ONE7AUDIO/Yusuf Akhtar/Jonathan Porter,BRKN DWN/Yusuf Akhtar/Jonathan Porter,"['BRKN DWN', 'ONE7AUDIO', 'Yusuf Akhtar', 'Jonathan Porter']"
Mick Michaels,,['Mick Michaels']
BERNARD ELISABETH,,['BERNARD ELISABETH']
Zvuki Mu/P. Mamonov,Zvuki Mu/P. Mamonov,"['Zvuki Mu', 'P. Mamonov']"
Kharisma Setiyawan,Kharisma Setiyawan,['Kharisma Setiyawan']
Bruce Fingers/Dylan Thomas Price/Billie Ray Fingers,Bruce Fingers/Dylan Thomas Price/Billie Ray Fingers,"['Bruce Fingers', 'Dylan Thomas Price', 'Billie Ray Fingers']"
Adam Pék/Cory James/Various Artists/Copyright Control (PRS)/Nick Sinna,Various Artists/Nick Sinna,"['Adam Pék', 'Cory James', 'Various Artists', 'Copyright Control', 'PRS', 'Nick Sinna']"
Christopher Neil/Mike Rutherford,Christopher Neil/Mike Rutherford,"['Christopher Neil', 'Mike Rutherford']"
Jorge Alvarez/Pedro Herrera III,Jorge Alvarez/Pedro Herrera III,"['Jorge Alvarez', 'Pedro Herrera III']"
Aaron Kamin/Alex Band,Aaron Kamin/Alex Band,"['Aaron Kamin', 'Alex Band']"
Juan Carlos Vicencio Ramirez,Juan Carlos Vicencio Ramirez,['Juan Carlos Vicencio Ramirez']
Anthony McGhee,,['Anthony McGhee']
mix yemani,,['mix yemani']
Kamari Smith,Kamari Smith,['Kamari Smith']
Giovanni Simone Mayr,Giovanni Simone Mayr,['Giovanni Simone Mayr']
James Covell,James Covell,['James Covell']
Pete Townshend,Pete Townshend,['Pete Townshend']
Jigg Rakks,Jigg Rakks,['Jigg Rakks']
Dennis Ferrer,Dennis Ferrer,['Dennis Ferrer']
Magicbox Animation Private Limited,,['Magicbox Animation Private Limited']
Daniel Mitroi,Daniel Mitroi,['Daniel Mitroi']
小蟲,,['小蟲']
Ben Chandler,,['Ben Chandler']
Joshua Alachu,Joshua Alachu,['Joshua Alachu']
Trellion/Ryan Kirk/Bad Taste Music/Luke Valerio-Depledge,Trellion/Ryan Kirk/Luke Valerio-Depledge,"['Trellion', 'Ryan Kirk', 'Bad Taste Music', 'Luke Valerio-Depledge']"
"<Unknown>/Hansen, Ivar",Hansen/Ivar,"['<Unknown>', 'Hansen', 'Ivar']"
Jon Fishman/Page McConnell/Trey Anastasio/Mike Gordon,Jon Fishman/Page McConnell/Trey Anastasio/Mike Gordon,"['Jon Fishman', 'Page McConnell', 'Trey Anastasio', 'Mike Gordon']"
Ethan Jones,Ethan Jones,['Ethan Jones']
T-Vice,T-Vice,['T-Vice']
Dax Pierson,Dax Pierson,['Dax Pierson']
Joni Mitchell,Joni Mitchell,['Joni Mitchell']
"Johann Strauss, Jr",Johann Strauss,"['Johann Strauss', 'Jr']"
Danny Hatem/Parker Bata/Michael Lohmeier/Gregory Rebholz II,Danny Hatem/Parker Bata/Michael Lohmeier/Gregory Rebholz II,"['Danny Hatem', 'Parker Bata', 'Michael Lohmeier', 'Gregory Rebholz II']"
Johannes Brahms/Wilhelm Hellweg,Johannes Brahms/Wilhelm Hellweg,"['Johannes Brahms', 'Wilhelm Hellweg']"
Хачик Дунамалян & Роман Орлов,,"['Хачик Дунамалян', 'Роман Орлов']"
Robert Schumann,Robert Schumann,['Robert Schumann']
Dyzzen Brown,Dyzzen Brown,['Dyzzen Brown']
Anas Otman,Anas Otman,['Anas Otman']
Gregory Bruno/Gregory Christopher/Joseph Cartegena/Larry Troutman/MAKEBA RIDDICK/Mark Rooney/William Beck,Gregory Bruno/Gregory Christopher/Joseph Cartegena/Larry Troutman/MAKEBA RIDDICK/Mark Rooney/William Beck,"['Gregory Bruno', 'Gregory Christopher', 'Joseph Cartegena', 'Larry Troutman', 'MAKEBA RIDDICK', 'Mark Rooney', 'William Beck']"
Nikola H. Monoud,,['Nikola H. Monoud']
Irina Rimes,Irina Rimes,['Irina Rimes']
Arsenio Rodríguez,,['Arsenio Rodríguez']
Johnny Cash,Johnny Cash,['Johnny Cash']
John Foulds (1880-1939),John Foulds,"['John Foulds', '1880-1939']"
Devrandre Willis,Devrandre Willis,['Devrandre Willis']
David Mourão-Ferreira/José Drummond,,"['David Mourão-Ferreira', 'José Drummond']"
BAKI/Will Knox/Joel Sjöö/Wouter Hardy/Duncan Laurence,BAKI/Will Knox/Joel Sjöö/Wouter Hardy/Duncan Laurence,"['BAKI', 'Will Knox', 'Joel Sjöö', 'Wouter Hardy', 'Duncan Laurence']"
Tostão Sanfoneiro,Tostão Sanfoneiro,['Tostão Sanfoneiro']
RdRay,,['RdRay']
Francisco Rada,Francisco Rada,['Francisco Rada']
Trần Quang Lộc,,['Trần Quang Lộc']
Mickey J Meyer & Sirivennela Sitarama Sastry,Mickey J Meyer/Sirivennela Sitarama Sastry,"['Mickey J Meyer', 'Sirivennela Sitarama Sastry']"
Phret Ma/Narongwit Techathanawat,Phret Ma/Narongwit Techathanawat,"['Phret Ma', 'Narongwit Techathanawat']"
"<Unknown>/khai, cin kim",khai/cin kim,"['<Unknown>', 'khai', 'cin kim']"
Isaiam,Isaiam,['Isaiam']
Emirali Lafçı,Emirali Lafçı,['Emirali Lafçı']
Maxime Manot'/Saïna Manotte,Maxime Manot'/Saïna Manotte,"[""Maxime Manot'"", 'Saïna Manotte']"
Jason Winfree,Jason Winfree,['Jason Winfree']
John Yap/Marvin Hamlisch/Carole Bayer Sager,Marvin Hamlisch/Carole Bayer Sager,"['John Yap', 'Marvin Hamlisch', 'Carole Bayer Sager']"
Orville Hall/Platinum PAT/Wesley Lewis/Phillip Price,Orville Hall/Platinum PAT/Wesley Lewis/Phillip Price,"['Orville Hall', 'Platinum PAT', 'Wesley Lewis', 'Phillip Price']"
UNKNOWN WRITER,UNKNOWN WRITER,['UNKNOWN WRITER']
Christopher Willis/Alexander Mamanov,Christopher Willis/Alexander Mamanov,"['Christopher Willis', 'Alexander Mamanov']"
Riverworn,Riverworn,['Riverworn']
Justin Morell,Justin Morell,['Justin Morell']
Jorge Calandrelli/Celedonio Esteban Flores,Jorge Calandrelli/Celedonio Esteban Flores,"['Jorge Calandrelli', 'Celedonio Esteban Flores']"
Xuân Mỹ,,['Xuân Mỹ']
ishshon whitfield,ishshon whitfield,['ishshon whitfield']
Victor Cabezuelo/Rayden,Victor Cabezuelo/Rayden,"['Victor Cabezuelo', 'Rayden']"
Hans-Joachim Hespos,,['Hans-Joachim Hespos']
Mearge Abate/Monkhouse/Ian Dixon/Peter Harper,,"['Mearge Abate', 'Monkhouse', 'Ian Dixon', 'Peter Harper']"
Dominic Angas,Dominic Angas,['Dominic Angas']
"Dayane Camargo,Lara Menezes,Rafael Quadros,Vinni Miranda,Waléria Leão",Dayane Camargo/Lara Menezes/Rafael Quadros/Vinni Miranda/Waléria Leão,"['Dayane Camargo', 'Lara Menezes', 'Rafael Quadros', 'Vinni Miranda', 'Waléria Leão']"
Kalib Markel Jackson,Kalib Markel Jackson,['Kalib Markel Jackson']
Rob Hirst/Martin Rotsey/Jim Moginie,Rob Hirst/Martin Rotsey/Jim Moginie,"['Rob Hirst', 'Martin Rotsey', 'Jim Moginie']"
Mark Bright/Shane Stevens/Karyn Rochelle,Mark Bright/Shane Stevens/Karyn Rochelle,"['Mark Bright', 'Shane Stevens', 'Karyn Rochelle']"
Matt Mason/Michael Thompson/Richard Matthews/Matt Mason Tours Publishing,Matt Mason/Michael Thompson/Richard Matthews,"['Matt Mason', 'Michael Thompson', 'Richard Matthews', 'Matt Mason Tours Publishing']"
yesPer./Jesper Krieg,yesPer./Jesper Krieg,"['yesPer.', 'Jesper Krieg']"
Aleksandr Gradskiy,Aleksandr Gradskiy,['Aleksandr Gradskiy']
Ivan Ujevic & The Monk By The Sea,Ivan Ujevic/The Monk By The Sea,"['Ivan Ujevic', 'The Monk By The Sea']"
Edward Mokolo,Edward Mokolo,['Edward Mokolo']
Angus Stone/Julia Stone/Angus & Julia Stone,Angus Stone/Julia Stone,"['Angus Stone', 'Julia Stone', 'Angus', 'Julia Stone']"
Raju Singh/Kumaar,Raju Singh/Kumaar,"['Raju Singh', 'Kumaar']"
Ed Bout/Huib Schippers,Ed Bout/Huib Schippers,"['Ed Bout', 'Huib Schippers']"
Wolfgang Lenk / Alfonso Liguori,Wolfgang Lenk /Alfonso Liguori,"['Wolfgang Lenk', 'Alfonso Liguori']"
Don Paolo & David Mel/Italian Way Music,Don Paolo/David Mel,"['Don Paolo', 'David Mel', 'Italian Way Music']"
Hirofumi Murasaki;Morihiko Akiyama;Masayuki Nagao,Hirofumi Murasaki/Morihiko Akiyama/Masayuki Nagao,['Hirofumi Murasaki;Morihiko Akiyama;Masayuki Nagao']
Bruno Nicolai,Bruno Nicolai,['Bruno Nicolai']
RedOne/Lady Gaga,RedOne/Lady Gaga,"['RedOne', 'Lady Gaga']"
"Ostermann-Endres, Dennis",Ostermann-Endres/Dennis,"['Ostermann-Endres', 'Dennis']"
Mithra 眞/Tablo/DJ Tukutz,Mithra/Tablo/DJ Tukutz,"['Mithra 眞', 'Tablo', 'DJ Tukutz']"
Dan Collins,Dan Collins,['Dan Collins']
Roy Wood,Roy Wood,['Roy Wood']
Agam Aggarwal,Agam Aggarwal,['Agam Aggarwal']
Eveline Schuyff,Eveline Schuyff,['Eveline Schuyff']
Jikki/Copyright Control,Jikki,"['Jikki', 'Copyright Control']"
D. Dresden/J. Gabriel/Cloud 9 Holland Music Publishing,D. Dresden/J. Gabriel,"['D. Dresden', 'J. Gabriel', 'Cloud 9 Holland Music Publishing']"
Ihsan khan & Kamran Khan,Ihsan khan/Kamran Khan,"['Ihsan khan', 'Kamran Khan']"
Ira Stanphill,Ira Stanphill,['Ira Stanphill']
"Phalina Sim, Davith Hoy & Sokhon Touch",Phalina Sim/Davith Hoy/Sokhon Touch,"['Phalina Sim', 'Davith Hoy', 'Sokhon Touch']"
Jatin-Lalit,Jatin-Lalit,['Jatin-Lalit']
Chris Brown,Chris Brown,['Chris Brown']
林敏驄/陳斐立,,"['林敏驄', '陳斐立']"
Jessica Daniel Abbott,Jessica Daniel Abbott,['Jessica Daniel Abbott']
CA LEICHER STEPHAN P/CA LEICHER VICTOR C/CA LUCARELLI NINO PAUL/CA PEREPELITSYN VASILIY/PA DUBVISION & VIGEL,LEICHER/STEPHAN/P/LEICHER/VICTOR/C/LUCARELLI/NINO/PAUL/PEREPELITSYN/VASILIY/PA/DUBVISION/&/VIGEL,"['CA LEICHER STEPHAN P', 'CA LEICHER VICTOR C', 'CA LUCARELLI NINO PAUL', 'CA PEREPELITSYN VASILIY', 'PA DUBVISION', 'VIGEL']"
Ephraim James E. De Perio,Ephraim James E. De Perio,['Ephraim James E. De Perio']
Yusei/KURO,Yusei/KURO,"['Yusei', 'KURO']"
RDB,RDB,['RDB']
Wandroph/Jidhed/Sandin/Tony Borg/Tarrach,Wandroph/Jidhed/Sandin/Tony Borg/Tarrach,"['Wandroph', 'Jidhed', 'Sandin', 'Tony Borg', 'Tarrach']"
Brix/Ramson/Didrik Thott/Kinnda Hamid/Sebastian Thott/Ameerah EL Ouiglani,Brix/Ramson/Didrik Thott/Kinnda Hamid/Sebastian Thott/Ameerah EL Ouiglani,"['Brix', 'Ramson', 'Didrik Thott', 'Kinnda Hamid', 'Sebastian Thott', 'Ameerah EL Ouiglani']"
Nicco Maniatty/Sunflower,Nicco Maniatty/Sunflower,"['Nicco Maniatty', 'Sunflower']"
James Richard Steinman,James Richard Steinman,['James Richard Steinman']
BARRY  JOHN/WAAKTAAR_SAVOY  PAUL,BARRY/JOHN/WAAKTAAR_SAVOY/PAUL,"['BARRY  JOHN', 'WAAKTAAR_SAVOY  PAUL']"
Miklos Ganyi/Copyright Control,Miklos Ganyi,"['Miklos Ganyi', 'Copyright Control']"
Maria Raykhman/Roman Andor Krotil,Maria Raykhman/Roman Andor Krotil,"['Maria Raykhman', 'Roman Andor Krotil']"
Paul Buckmaster,Paul Buckmaster,['Paul Buckmaster']
Demetrius Christopholus,Demetrius Christopholus,['Demetrius Christopholus']
Kevin Kade,Kevin Kade,['Kevin Kade']
이준오,,['이준오']
Uru Slc/Muphasa Mc/Julio Sobol/Alejo Santanni/Martín Villanueva,Uru Slc/Muphasa Mc/Julio Sobol/Alejo Santanni/Martín Villanueva,"['Uru Slc', 'Muphasa Mc', 'Julio Sobol', 'Alejo Santanni', 'Martín Villanueva']"
"Quelly Woo,Kyle Richh,Meenman",Quelly Woo/Kyle Richh/Meenman,"['Quelly Woo', 'Kyle Richh', 'Meenman']"
Torath,,['Torath']
Dennison De Lima Gomes,Dennison De Lima Gomes,['Dennison De Lima Gomes']
Dexter Holland,Dexter Holland,['Dexter Holland']
Dane Anders Benson,Dane Anders Benson,['Dane Anders Benson']
"Dean, Ester/Guetta, David Pierre/Maraj, Onika Tanya/Tuinfort, Giorgio",Dean/Ester/Guetta/David/Pierre/Maraj/Onika/Tanya/Tuinfort/Giorgio,"['Dean', 'Ester', 'Guetta', 'David Pierre', 'Maraj', 'Onika Tanya', 'Tuinfort', 'Giorgio']"
Felix Mendelssohn,Felix Mendelssohn,['Felix Mendelssohn']
Allan Wilson/Lisa Schonberg,Allan Wilson/Lisa Schonberg,"['Allan Wilson', 'Lisa Schonberg']"
Juice WRLD,Juice WRLD,['Juice WRLD']
Moritaka & Saitou,Moritaka /Saitou,"['Moritaka', 'Saitou']"
Giovanni Bottesini,Giovanni Bottesini,['Giovanni Bottesini']
"<Unknown>/Jackson, Andy/Jackson, Glenroy/Jackson, Nicola/Jackson, Trevor",Jackson/Andy/Jackson/Glenroy/Jackson/Nicola/Jackson/Trevor,"['<Unknown>', 'Jackson', 'Andy', 'Jackson', 'Glenroy', 'Jackson', 'Nicola', 'Jackson', 'Trevor']"
"<Unknown>/Wells, Mario Lavell",Wells/Mario Lavell,"['<Unknown>', 'Wells', 'Mario Lavell']"
Kris Kristofferson,Kris Kristofferson,['Kris Kristofferson']
Rareblin,Rareblin,['Rareblin']
Tony Khnanisho,,['Tony Khnanisho']
Andy Rogelio Cuevas Cavazos,Andy Rogelio Cuevas Cavazos,['Andy Rogelio Cuevas Cavazos']
Unloved/Etienne Daho/Jade Vincent/Keefus Ciancia,Unloved/Etienne Daho/Jade Vincent/Keefus Ciancia,"['Unloved', 'Etienne Daho', 'Jade Vincent', 'Keefus Ciancia']"
"Sizzle Pro,Omawumi",Sizzle Pro/Omawumi,"['Sizzle Pro', 'Omawumi']"
Yu Aku/Tadao Inoue,Yu Aku/Tadao Inoue,"['Yu Aku', 'Tadao Inoue']"
Катаев Ислам Идрисович,,['Катаев Ислам Идрисович']
Anísio Rodrigues & João Carlos Silva,Anísio Rodrigues/João Carlos Silva,"['Anísio Rodrigues', 'João Carlos Silva']"
Oriental Star Agencies Ltd,,['Oriental Star Agencies Ltd']
52 Savage & Highway Yella,52 Savage/Highway Yella,"['52 Savage', 'Highway Yella']"
Chris Bezold,Chris Bezold,['Chris Bezold']
Guru Randhawa,Guru Randhawa,['Guru Randhawa']
P. Garinei/A. Trovaioli/S. Giovannini,P. Garinei/A. Trovaioli/S. Giovannini,"['P. Garinei', 'A. Trovaioli', 'S. Giovannini']"
Rich the Kid/Cassius Jay,Rich the Kid/Cassius Jay,"['Rich the Kid', 'Cassius Jay']"
Sammy Cahn/Sholom Secunda/Saul Chaplin,Sammy Cahn/Sholom Secunda/Saul Chaplin,"['Sammy Cahn', 'Sholom Secunda', 'Saul Chaplin']"
"James Smith (Underoath),Grant Brandell,Spencer Chamberlain,Aaron Gillespie,Christopher Dudley,Timothy McTague",James Smith/Underoath/Grant Brandell/Spencer Chamberlain/Aaron Gillespie/Christopher Dudley/Timothy McTague,"['James Smith', 'Underoath', 'Grant Brandell', 'Spencer Chamberlain', 'Aaron Gillespie', 'Christopher Dudley', 'Timothy McTague']"
Michael Brook,Michael Brook,['Michael Brook']
Marko Grujicic,Marko Grujicic,['Marko Grujicic']
Jorge Onate/Nacho Concha/Miguel Angel Concha/Germaín De La Fuente,Jorge Onate/Nacho Concha/Miguel Angel Concha/Germaín De La Fuente,"['Jorge Onate', 'Nacho Concha', 'Miguel Angel Concha', 'Germaín De La Fuente']"
A. Elgadi/Pizza Passport Music,A. Elgadi,"['A. Elgadi', 'Pizza Passport Music']"
Lean$moke/옥시노바,Lean$moke,"['Lean$moke', '옥시노바']"
RePlaySur/Copyright Control/Leito y Su Grupo Internacional Zenegal,Leito y Su Grupo Internacional Zenegal,"['RePlaySur', 'Copyright Control', 'Leito y Su Grupo Internacional Zenegal']"
Edgar Abraham Martinez Cuevas,Edgar Abraham Martinez Cuevas,['Edgar Abraham Martinez Cuevas']
Nguyễn Nhất Huy,Nguyễn Nhất Huy,['Nguyễn Nhất Huy']
#unknown#,,['#unknown#']
Jason Pierce,Jason Pierce,['Jason Pierce']
"Flipeno - فلبينو,Ahmed Tarek Yehia - أحمد طارق يحيى",Flipeno/Ahmed Tarek Yehia,"['Flipeno - فلبينو', 'Ahmed Tarek Yehia - أحمد طارق يحيى']"
"Makhadzi,Mr Brown (SA)",Makhadzi/Mr Brown,"['Makhadzi', 'Mr Brown', 'SA']"
John Fogerty,John Fogerty,['John Fogerty']
Tracy Lipp/Mr. Lordi,Tracy Lipp/Mr. Lordi,"['Tracy Lipp', 'Mr. Lordi']"
Barbara Moore,Barbara Moore,['Barbara Moore']
ZayBang,ZayBang,['ZayBang']
Taylor Williams,Taylor Williams,['Taylor Williams']
"Joe Hike, Marwen Tlili & Edan Feldman-Vazan",Joe Hike/ Marwen Tlili/Edan Feldman-Vazan,"['Joe Hike', 'Marwen Tlili', 'Edan Feldman-Vazan']"
KOTOKO,,['KOTOKO']
Gerry Rafferty/Joe Egan,Gerry Rafferty/Joe Egan,"['Gerry Rafferty', 'Joe Egan']"
Jacek Dojwa,Jacek Dojwa,['Jacek Dojwa']
Hebert Vargas,Hebert Vargas,['Hebert Vargas']
"Andres Javier Arroyo-Gonzalez, Emmanuel Rodriguez, Noriel Ortiz & Benjamin Zamot",Andres Javier Arroyo-Gonzalez/Emmanuel Rodriguez/Noriel Ortiz/Benjamin Zamot,"['Andres Javier Arroyo-Gonzalez', 'Emmanuel Rodriguez', 'Noriel Ortiz', 'Benjamin Zamot']"
Satkirin & Thomas Barquee,Satkirin/Thomas Barquee,"['Satkirin', 'Thomas Barquee']"
Curtis Mayfield,Curtis Mayfield,['Curtis Mayfield']
Sean Doody/Andrew Duggan/Hans Leibold/Patrick Kindlon,Sean Doody/Andrew Duggan/Hans Leibold/Patrick Kindlon,"['Sean Doody', 'Andrew Duggan', 'Hans Leibold', 'Patrick Kindlon']"
Artem Gribov,Artem Gribov,['Artem Gribov']
Sameer/Nadeem-Shravan,Sameer/Nadeem-Shravan,"['Sameer', 'Nadeem-Shravan']"
Stephan Beneking,Stephan Beneking,['Stephan Beneking']
Shinya Kiyozuka/Ludwig van Beethoven,Shinya Kiyozuka/Ludwig van Beethoven,"['Shinya Kiyozuka', 'Ludwig van Beethoven']"
A. Best/M. McDerman,A. Best/M. McDerman,"['A. Best', 'M. McDerman']"
Lamb Of God,Lamb Of God,['Lamb Of God']
Tytus Sacha Szyluk,Tytus Sacha Szyluk,['Tytus Sacha Szyluk']
"Rodrigo Septién Rodríguez, Álvaro Pascual Santamera",Rodrigo Septién Rodríguez/Álvaro Pascual Santamera,"['Rodrigo Septién Rodríguez', 'Álvaro Pascual Santamera']"
Nick Iavarone/Xavier Boris Di Petta/Daniel Balamut,Nick Iavarone/Xavier Boris Di Petta/Daniel Balamut,"['Nick Iavarone', 'Xavier Boris Di Petta', 'Daniel Balamut']"
"Pablo Andrés Narvaez, Carlos Julio Benavides, Danny Villacís & Enrique Morales",Pablo Andrés Narvaez/Carlos Julio Benavides/Danny Villacís/Enrique Morales,"['Pablo Andrés Narvaez', 'Carlos Julio Benavides', 'Danny Villacís', 'Enrique Morales']"
Taylor Swift,Taylor Swift,['Taylor Swift']
Jasiel Braga,Jasiel Braga,['Jasiel Braga']
Roger Lino/Pryme/Diamond Platnumz,Roger Lino/Pryme/Diamond Platnumz,"['Roger Lino', 'Pryme', 'Diamond Platnumz']"
NON COPYRIGHT ELEMENT,,['NON COPYRIGHT ELEMENT']
Wayne Miller/Austin D'Amond/David Culbert/Noah Robinson/Kevin Garcia,Wayne Miller/Austin D'Amond/David Culbert/Noah Robinson/Kevin Garcia,"['Wayne Miller', ""Austin D'Amond"", 'David Culbert', 'Noah Robinson', 'Kevin Garcia']"
ビッケブランカ,,['ビッケブランカ']
Dilermando Reis,Dilermando Reis,['Dilermando Reis']
Jess Klein,Jess Klein,['Jess Klein']
Javoris Hollingsworth,Javoris Hollingsworth,['Javoris Hollingsworth']
C. Suárez/Ignacio González/R. Rodríguez,C. Suárez/Ignacio González/R. Rodríguez,"['C. Suárez', 'Ignacio González', 'R. Rodríguez']"
"Alexis (PR),Fido,De La Ghetto,Arcángel",Alexis (PR)/Fido/De La Ghetto/Arcángel,"['Alexis', 'PR', 'Fido', 'De La Ghetto', 'Arcángel']"
Stephan Remmler/Gert Krawinkel,,"['Stephan Remmler', 'Gert Krawinkel']"
Neil Spies/Sean Slade,Neil Spies,"['Neil Spies', 'Sean Slade']"
